,positions,ticker,open_date,open_price,close_date,close_price,price_delta,sentiment,moneyness
7033,"['SNAP', '30', 'c', datetime.datetime(2020, 4, 23, 0, 0)]",SNAP,2020-04-22,15.180000305175781,2020-04-23,16.059999465942383,0.8799991607666016,Correct,-13.940000534057617
7034,"['$PINS', '13', 'p', datetime.datetime(2020, 8, 20, 0, 0)]",PINS,2020-04-22,17.489999771118164,2020-08-20,34.5,17.010000228881836,Not Correct,-21.5
7035,"['$SNAP', '10', 'p', datetime.datetime(2020, 7, 16, 0, 0)]",SNAP,2020-04-22,15.180000305175781,2020-07-16,23.899999618530273,8.719999313354492,Not Correct,-13.899999618530273
7036,"['$TWTR', '18', 'p', datetime.datetime(2020, 9, 17, 0, 0)]",TWTR,2020-04-22,27.0,2020-09-17,39.349998474121094,12.349998474121094,Not Correct,-21.349998474121094
7037,"['$FB', '130', 'p', datetime.datetime(2020, 9, 17, 0, 0)]",FB,2020-04-22,178.4499969482422,2020-09-17,254.82000732421875,76.37001037597656,Not Correct,-124.82000732421875
7038,"['$SNAP', '10', 'p', datetime.datetime(2020, 8, 20, 0, 0)]",SNAP,2020-04-22,15.180000305175781,2020-08-20,21.829999923706055,6.649999618530273,Not Correct,-11.829999923706055
7039,"['$TWTR', '18', 'p', datetime.datetime(2020, 7, 16, 0, 0)]",TWTR,2020-04-22,27.0,2020-07-16,35.279998779296875,8.279998779296875,Not Correct,-17.279998779296875
7040,"['$FB', '130', 'p', datetime.datetime(2020, 9, 17, 0, 0)]",FB,2020-04-22,178.4499969482422,2020-09-17,254.82000732421875,76.37001037597656,Not Correct,-124.82000732421875
7041,"['EURN', '15', 'c', datetime.datetime(2020, 5, 14, 0, 0)]",EURN,2020-04-22,11.850000381469727,2020-05-14,9.699999809265137,-2.15000057220459,Not Correct,-5.300000190734863
7042,"['TNP', '5', 'c', datetime.datetime(2020, 5, 14, 0, 0)]",TNP,2020-04-22,17.100000381469727,2020-05-14,12.199999809265137,-4.90000057220459,Not Correct,7.199999809265137
7043,"['DHT', '9', 'c', datetime.datetime(2020, 5, 14, 0, 0)]",DHT,2020-04-22,8.640000343322754,2020-05-14,6.28000020980835,-2.3600001335144043,Not Correct,-2.7199997901916504
7044,"['NAT', '5.50', 'c', datetime.datetime(2020, 5, 14, 0, 0)]",NAT,2020-04-22,5.409999847412109,2020-05-14,4.940000057220459,-0.4699997901916504,Not Correct,-0.559999942779541
7045,"['NAT', '8', 'c', datetime.datetime(2020, 5, 14, 0, 0)]",NAT,2020-04-22,5.409999847412109,2020-05-14,4.940000057220459,-0.4699997901916504,Not Correct,-3.059999942779541
7046,"['STNG', '35', 'c', datetime.datetime(2020, 5, 14, 0, 0)]",STNG,2020-04-22,24.75,2020-05-14,16.790000915527344,-7.959999084472656,Not Correct,-18.209999084472656
7047,"['TK', '5', 'c', datetime.datetime(2020, 5, 14, 0, 0)]",TK,2020-04-22,4.400000095367432,2020-05-14,2.869999885559082,-1.5300002098083496,Not Correct,-2.130000114440918
7048,"['TNP', '5', 'c', datetime.datetime(2020, 5, 14, 0, 0)]",TNP,2020-04-22,17.100000381469727,2020-05-14,12.199999809265137,-4.90000057220459,Not Correct,7.199999809265137
7049,"['DHT', '9', 'c', datetime.datetime(2020, 5, 14, 0, 0)]",DHT,2020-04-22,8.640000343322754,2020-05-14,6.28000020980835,-2.3600001335144043,Not Correct,-2.7199997901916504
7050,"['NAT', '5.50', 'c', datetime.datetime(2020, 5, 14, 0, 0)]",NAT,2020-04-22,5.409999847412109,2020-05-14,4.940000057220459,-0.4699997901916504,Not Correct,-0.559999942779541
7051,"['NAT', '8', 'c', datetime.datetime(2020, 5, 14, 0, 0)]",NAT,2020-04-22,5.409999847412109,2020-05-14,4.940000057220459,-0.4699997901916504,Not Correct,-3.059999942779541
7052,"['STNG', '35', 'c', datetime.datetime(2020, 5, 14, 0, 0)]",STNG,2020-04-22,24.75,2020-05-14,16.790000915527344,-7.959999084472656,Not Correct,-18.209999084472656
7053,"['TK', '5', 'c', datetime.datetime(2020, 5, 14, 0, 0)]",TK,2020-04-22,4.400000095367432,2020-05-14,2.869999885559082,-1.5300002098083496,Not Correct,-2.130000114440918
7054,"['SNAP', '17', 'p', datetime.datetime(2020, 5, 28, 0, 0)]",SNAP,2020-04-22,15.180000305175781,2020-05-28,18.25,3.0699996948242188,Not Correct,-1.25
7055,"['SPY', '290', 'c', datetime.datetime(2020, 4, 23, 0, 0)]",SPY,2020-04-22,278.3500061035156,2020-04-23,279.0799865722656,0.72998046875,Correct,-10.920013427734375
7056,"['AAPL', '260', 'P', datetime.datetime(2020, 5, 21, 0, 0)]",AAPL,2020-04-22,68.40249633789062,2020-05-21,79.2125015258789,10.810005187988281,Not Correct,180.7874984741211
